TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	3,	0,	0.130282878876,	0.0984890460968,	0.141826152802,	0
ts/battleship_auto_nobr,	3,	1,	0.194270849228,	0.130911827087,	0.142071008682,	0
