TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	3,	0,	0.16110086441,	0.126378059387,	0.15455198288,	0
ts/battleship_auto_nobr,	3,	1,	0.161597967148,	0.127925157547,	0.154803991318,	0
