TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/bidding_simple_nobr,	4,	0,	0.176862955093,	0.123048067093,	0.409900188446,	0
ts/bidding_simple_nobr,	4,	1,	0.286174058914,	0.176532030106,	0.290521144867,	0
