TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	3,	0,	0.128835916519,	0.0960872173309,	0.122397899628,	0
ts/battleship_auto_nobr,	3,	1,	0.11127614975,	0.0749199390411,	0.0808770656586,	0
