TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	3,	0,	0.162201881409,	0.123992919922,	0.148258209229,	0
ts/battleship_auto_nobr,	3,	1,	0.14478302002,	0.0790810585022,	0.0932378768921,	0
