TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	4,	0,	0.117713212967,	0.0898621082306,	0.323318004608,	0
ts/battleship_auto_nobr,	4,	1,	0.119570970535,	0.0918991565704,	0.323666810989,	0
