TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	7,	0,	0.00224781036377,	0.00222110748291,	4.48592090607,	0
ts/battleship_auto_nobr,	7,	1,	0.00217199325562,	0.00218105316162,	4.37951087952,	0
