TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	5,	0,	0.871481895447,	0.603997945786,	0.382350921631,	0
ts/battleship_auto_nobr,	5,	1,	0.16379904747,	0.125087976456,	0.614291191101,	0
