TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	4,	0,	0.198162078857,	0.151355028152,	0.297332048416,	0
ts/battleship_auto_nobr,	4,	1,	0.259863853455,	0.17625617981,	0.293908834457,	0
