TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	7,	0,	0.00236797332764,	0.00216293334961,	4.2998020649,	0
ts/battleship_auto_nobr,	7,	1,	0.00216197967529,	0.00218987464905,	4.50047898293,	0
