TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/bidding_simple_nobr,	4,	0,	0.175369977951,	0.13054394722,	0.472589969635,	0
ts/bidding_simple_nobr,	4,	1,	0.429662942886,	0.169373035431,	0.281230926514,	0
