TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/bidding_simple_nobr,	3,	0,	0.127415895462,	0.095752954483,	0.137375831604,	0
ts/bidding_simple_nobr,	3,	1,	0.179318189621,	0.0753021240234,	0.0806200504303,	0
