TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/bidding_simple_nobr,	3,	0,	0.130852222443,	0.0999350547791,	0.139974117279,	0
ts/bidding_simple_nobr,	3,	1,	0.142759084702,	0.0782968997955,	0.0825099945068,	0
