TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	7,	0,	0.00235414505005,	0.00214385986328,	4.17992997169,	0
ts/battleship_auto_nobr,	7,	1,	0.00222706794739,	0.00215482711792,	4.37668299675,	0
