TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	5,	0,	0.638461112976,	0.438463926315,	0.397281885147,	0
ts/battleship_auto_nobr,	5,	1,	0.129843950272,	0.094358921051,	0.396677017212,	0
