TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/bidding_simple_nobr,	3,	0,	0.136921882629,	0.102285861969,	0.136482954025,	0
ts/bidding_simple_nobr,	3,	1,	0.204862117767,	0.126387119293,	0.0913259983063,	0
