TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/bidding_simple_nobr,	3,	0,	0.142255067825,	0.193779945374,	0.114853143692,	0
ts/bidding_simple_nobr,	3,	1,	0.235761880875,	0.583552122116,	0.0668489933014,	0
