TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/fail_bidding_nobr,	3,	0,	0.167817115784,	0.198004007339,	0.140665054321,	0
ts/fail_bidding_nobr,	3,	1,	0.193221092224,	0.575453996658,	0.0827741622925,	0
