TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	7,	0,	0.00223398208618,	0.00217199325562,	4.23068904877,	0
ts/battleship_auto_nobr,	7,	1,	0.00213479995728,	0.00214695930481,	4.23499107361,	0
