TestFile,	ConNum,	ParttAlg,	Hybrid,	Early_Accept,	One_Shot,	Early_Reject
ts/battleship_auto_nobr,	3,	0,	0.257951974869,	0.316710948944,	0.172261953354,	0
ts/battleship_auto_nobr,	3,	1,	0.2069439888,	0.672955989838,	0.101582050323,	0
